-2.3,568,4.78,3.99,3.17,125,1
-2.3,568,4.78,3.99,3.17,150,1
-2.3,568,4.78,3.99,3.17,175,1
-2.3,568,4.78,3.99,3.17,200,1
-2.3,568,4.78,3.99,3.17,225,1
-2.3,568,4.78,3.99,3.17,250,1
-2.3,568,4.78,3.99,3.17,275,1
-2.3,568,4.78,3.99,3.17,300,1
-2.3,568,4.78,3.99,3.17,325,1
-2.3,568,4.78,3.99,3.17,350,1
-2.3,568,4.78,3.99,3.17,375,1
-2.3,568,4.78,3.99,3.17,400,1
-2.3,568,4.78,3.99,3.17,425,1
-2.3,568,4.78,3.99,3.17,450,1
-2.3,569,4.78,3.04,3.64,125,1
-2.3,569,4.78,3.04,3.64,150,1
-2.3,569,4.78,3.04,3.64,175,1
-2.3,569,4.78,3.04,3.64,200,1
-2.3,569,4.78,3.04,3.64,225,1
-2.3,569,4.78,3.04,3.64,250,1
-2.3,569,4.78,3.04,3.64,275,1
-2.3,569,4.78,3.04,3.64,300,1
-2.3,569,4.78,3.04,3.64,325,1
-2.3,569,4.78,3.04,3.64,350,1
-2.3,569,4.78,3.04,3.64,375,1
-2.3,569,4.78,3.04,3.64,400,1
-2.3,569,4.78,3.04,3.64,425,1
-2.3,569,4.78,3.04,3.64,450,1
-2.3,565,4.78,5.35,2.76,125,1
-2.3,565,4.78,5.35,2.76,150,1
-2.3,565,4.78,5.35,2.76,175,1
-2.3,565,4.78,5.35,2.76,200,1
-2.3,565,4.78,5.35,2.76,225,1
-2.3,565,4.78,5.35,2.76,250,1
-2.3,565,4.78,5.35,2.76,275,1
-2.3,565,4.78,5.35,2.76,300,1
-2.3,565,4.78,5.35,2.76,325,1
-2.3,565,4.78,5.35,2.76,350,1
-2.3,565,4.78,5.35,2.76,375,1
-2.3,565,4.78,5.35,2.76,400,1
-2.3,565,4.78,5.35,2.76,425,1
-2.3,565,4.78,5.35,2.76,450,1
-2.3,564,5.10,3.95,3.53,125,1
-2.3,564,5.10,3.95,3.53,150,1
-2.3,564,5.10,3.95,3.53,175,1
-2.3,564,5.10,3.95,3.53,200,1
-2.3,564,5.10,3.95,3.53,225,1
-2.3,564,5.10,3.95,3.53,250,1
-2.3,564,5.10,3.95,3.53,275,1
-2.3,564,5.10,3.95,3.53,300,1
-2.3,564,5.10,3.95,3.53,325,1
-2.3,564,5.10,3.95,3.53,350,1
-2.3,564,5.10,3.95,3.53,375,1
-2.3,564,5.10,3.95,3.53,400,1
-2.3,564,5.10,3.95,3.53,425,1
-2.3,564,5.10,3.95,3.53,450,1
-2.4,574,4.36,3.96,2.76,125,1
-2.4,574,4.36,3.96,2.76,150,1
-2.4,574,4.36,3.96,2.76,175,1
-2.4,574,4.36,3.96,2.76,200,1
-2.4,574,4.36,3.96,2.76,225,1
-2.4,574,4.36,3.96,2.76,250,1
-2.4,574,4.36,3.96,2.76,275,1
-2.4,574,4.36,3.96,2.76,300,1
-2.4,574,4.36,3.96,2.76,325,1
-2.4,574,4.36,3.96,2.76,350,1
-2.4,574,4.36,3.96,2.76,375,1
-2.4,574,4.36,3.96,2.76,400,1
-2.4,574,4.36,3.96,2.76,425,1
-2.4,574,4.36,3.96,2.76,450,1
-2.4,568,4.34,2.98,3.15,125,1
-2.4,568,4.34,2.98,3.15,150,1
-2.4,568,4.34,2.98,3.15,175,1
-2.4,568,4.34,2.98,3.15,200,1
-2.4,568,4.34,2.98,3.15,225,1
-2.4,568,4.34,2.98,3.15,250,1
-2.4,568,4.34,2.98,3.15,275,1
-2.4,568,4.34,2.98,3.15,300,1
-2.4,568,4.34,2.98,3.15,325,1
-2.4,568,4.34,2.98,3.15,350,1
-2.4,568,4.34,2.98,3.15,375,1
-2.4,568,4.34,2.98,3.15,400,1
-2.4,568,4.34,2.98,3.15,425,1
-2.4,568,4.34,2.98,3.15,450,1
-2.3,562,5.14,4.95,3.17,125,1
-2.3,562,5.14,4.95,3.17,150,1
-2.3,562,5.14,4.95,3.17,175,1
-2.3,562,5.14,4.95,3.17,200,1
-2.3,562,5.14,4.95,3.17,225,1
-2.3,562,5.14,4.95,3.17,250,1
-2.3,562,5.14,4.95,3.17,275,1
-2.3,562,5.14,4.95,3.17,300,1
-2.3,562,5.14,4.95,3.17,325,1
-2.3,562,5.14,4.95,3.17,350,1
-2.3,562,5.14,4.95,3.17,375,1
-2.3,562,5.14,4.95,3.17,400,1
-2.3,562,5.14,4.95,3.17,425,1
-2.3,562,5.14,4.95,3.17,450,1
-2.4,585,4.78,3.84,3.32,125,1
-2.4,585,4.78,3.84,3.32,150,1
-2.4,585,4.78,3.84,3.32,175,1
-2.4,585,4.78,3.84,3.32,200,1
-2.4,585,4.78,3.84,3.32,225,1
-2.4,585,4.78,3.84,3.32,250,1
-2.4,585,4.78,3.84,3.32,275,1
-2.4,585,4.78,3.84,3.32,300,1
-2.4,585,4.78,3.84,3.32,325,1
-2.4,585,4.78,3.84,3.32,350,1
-2.4,585,4.78,3.84,3.32,375,1
-2.4,585,4.78,3.84,3.32,400,1
-2.4,585,4.78,3.84,3.32,425,1
-2.4,585,4.78,3.84,3.32,450,1
-2.2,546,4.78,4.13,3.07,125,1
-2.2,546,4.78,4.13,3.07,150,1
-2.2,546,4.78,4.13,3.07,175,1
-2.2,546,4.78,4.13,3.07,200,1
-2.2,546,4.78,4.13,3.07,225,1
-2.2,546,4.78,4.13,3.07,250,1
-2.2,546,4.78,4.13,3.07,275,1
-2.2,546,4.78,4.13,3.07,300,1
-2.2,546,4.78,4.13,3.07,325,1
-2.2,546,4.78,4.13,3.07,350,1
-2.2,546,4.78,4.13,3.07,375,1
-2.2,546,4.78,4.13,3.07,400,1
-2.2,546,4.78,4.13,3.07,425,1
-2.2,546,4.78,4.13,3.07,450,1
0.0,565,4.77,3.99,3.15,125,1
0.0,565,4.77,3.99,3.15,150,1
0.0,565,4.77,3.99,3.15,175,1
0.0,565,4.77,3.99,3.15,200,1
0.0,565,4.77,3.99,3.15,225,1
0.0,565,4.77,3.99,3.15,250,1
0.0,565,4.77,3.99,3.15,275,1
0.0,565,4.77,3.99,3.15,300,1
0.0,565,4.77,3.99,3.15,325,1
0.0,565,4.77,3.99,3.15,350,1
0.0,565,4.77,3.99,3.15,375,1
0.0,565,4.77,3.99,3.15,400,1
0.0,565,4.77,3.99,3.15,425,1
0.0,565,4.77,3.99,3.15,450,1
-5.0,565,4.77,3.99,3.15,125,1
-5.0,565,4.77,3.99,3.15,150,1
-5.0,565,4.77,3.99,3.15,175,1
-5.0,565,4.77,3.99,3.15,200,1
-5.0,565,4.77,3.99,3.15,225,1
-5.0,565,4.77,3.99,3.15,250,1
-5.0,565,4.77,3.99,3.15,275,1
-5.0,565,4.77,3.99,3.15,300,1
-5.0,565,4.77,3.99,3.15,325,1
-5.0,565,4.77,3.99,3.15,350,1
-5.0,565,4.77,3.99,3.15,375,1
-5.0,565,4.77,3.99,3.15,400,1
-5.0,565,4.77,3.99,3.15,425,1
-5.0,565,4.77,3.99,3.15,450,1
0.0,565,5.10,3.94,3.51,125,1
0.0,565,5.10,3.94,3.51,150,1
0.0,565,5.10,3.94,3.51,175,1
0.0,565,5.10,3.94,3.51,200,1
0.0,565,5.10,3.94,3.51,225,1
0.0,565,5.10,3.94,3.51,250,1
0.0,565,5.10,3.94,3.51,275,1
0.0,565,5.10,3.94,3.51,300,1
